LINK,TITLE,TEXT
https://arcanum.fandom.com/wiki/Find_Dudley_Crosston,Find Dudley Crosston: Notes,"This quest is found in the ""rumor"" tab of the player's logbook, rather than in the ""quest"" tab If the player has expert training in Bow when he talks to Kietzal in Black Root, then this quest can be done concurrently with the Bow Mastery Quest Otherwise the Mastery Quest cannot be started until reaching Caladon, and talking to Kietzal a second time And since access to Caladon is only available later in the game, it can be advantageous to get expert training in Bow BEFORE taking the Dudley quest if Bow Mastery is desired, or simply if the player wishes to get the Bow of Ecclesiastes early"
https://arcanum.fandom.com/wiki/Find_Liam_Cameron,Find Liam Cameron: Short Description,"1 - Starting Point2 - Liam's WorkshopThere are two things to loot inside: the chest at the foot of the bed (for a magickal trap and a scroll of disperse magick) and the dresser beside the bed (for Liam Cameron's Journal). The journal tells of a portal that has been releasing strange creatures into the area, and Liam's attempt to destroy it. Hang onto the journal so you can return it to Mrs. Cameron.3 - PathFollow the path away from Liam's Workshop. You'll have to fight some void creatures along the way, but eventually you'll stumble upon Liam's body. You'll find another magickal trap if you loot it. So obviously Liam didn't close the portal.West of Liam's body you'll find the portal. If you had an easy time with the void creatures along the path, then you might want to hang around the portal for a while killing void creatures (the portal will keep producing them).When you want to destroy the portal, there are two ways to do it. If you have a technological aptitude then you should use the magickal trap. Otherwise, you should use the scroll of disperse magick. Just put the appropriate item into one of your quick item slots, select the slot, and then target the portal. Destroying the portal also kills all the void creatures nearby, so if the void creatures are tough for you, you can just run past them.Destroying the portal nets you about 4000 experience (if there's a full set of void creatures nearby) and adds to your alignment."
https://arcanum.fandom.com/wiki/The_Ancient_Game,The Ancient Game: Walkthrough,"Talk to the halfling wizard at the shoreline, to the right of Black Root mayor's house. The halfling there asks if the Living One wants to play a game. Accept the offer and he will present the first riddle: ""A painted face, hands with no bones. My oldest brother was made of stones. What am I?"" There are four possible answers: A mural. A clock. (This is the correct answer.) A scarecrow. A fishing lure. The halfling asks if the Living One wants to continue. Accept the offer, then follow the path left of the thieves to where another halfling waits. The second riddle is given: ""Death to one, while birthing another --- trees begin to shiver around its grandmother. What am I?"" There are four possible answers: The wind. The sun. The spring. (This is the correct answer.) Twilight. The halfling asks if the Living One wants to continue. Accept the offer and follow the path north to the last halfling waiting. He attempts to persuade the Living One out of it, but accept the final riddle: ""Causing wounds, and cleansing. History dies from its rinsing. Life or scars is its blessing. What am I?"" This time there are five possible answers: Time. Air. Fire. (This is the correct answer.) Water. Memory. The halfling congratulates the Living One for winning the game and rewards a mysterious gem. Optional: if unsatisfied with the reward, the final answer can instead be answered incorrectly. This causes the halfling to attack along with five zombies. Killing them grants around 4,000 XP, but 1 alignment is lost and the mysterious gem looted from the halfling's corpse causes damage when it is used. The quest will be considered ""botched"" within the logbook."
https://arcanum.fandom.com/wiki/The_Ancient_Game,The Ancient Game: Rewards,"800 XP Mysterious Gem. When used, summons a level 50 naked halfling to assist in combat."
https://arcanum.fandom.com/wiki/The_Innkeeper%27s_Strongbox,The Innkeeper's Strongbox: Walkthrough,"Drop Yer Anchor Daniel Hallaway can be found in Black Root at his Inn Talking with him reveals the high prices for staying at his Inn If Hallaway has a Reaction Modifier of at least 41 then The Player can ask for a cheaper alternative Hallaway then further reveals that he has a family Strongbox at The Steadfast Anvil, with difficulties getting it back Hallaway will offer the quest to get his Strongbox back In return the player can stay at his Inn for free forever The Steadfast Anvil Garret Almstead can be found in Black Root at his Smithy Talking with him reveals that Hallaway brought the Stronbox to him for repair It comes to light that there is a difference in expectations between the two men over what repairs were required This can be resolved by Convince him to return the box free (CH 15) Pay him for the box, prices vary based on (CH 7-14) Lock pick The Chest that has the Strongbox Pick pocket Garret and use the Key to get into the Chest Kill him and loot his key and the Chest Drop Yer Anchor Once the Strongbox is recovered, return it to Daniel at his Inn When he asks how you obtained it, you can lie or tell the truth Each line gets a different (and sometimes humorous) response from him In all cases the player receives a reward of 3100 xp and free lodging forever at his Inn"
https://arcanum.fandom.com/wiki/The_Innkeeper%27s_Strongbox,The Innkeeper's Strongbox: Notes,"The Quest is botched if the player has stolen the Strongbox before accepting the quest, resulting in Hallaway going hostile The quest also will not be available if the player has already paid for a room at the Inn"
https://arcanum.fandom.com/wiki/Caladon_Thieves_Underground,Caladon Thieves Underground: Black Market,"Retrieve the Caladon Crusading Armor The armor is stored in an underground facility beneath one of the armories in the eastern portion of the city. It is in a locked chest, but unguarded except for a few rock rats in the caverns Retrieve the Chest Of Gold The chest is found on a shipwreck found along the coast just south of the rural portion of the city. The area is unguarded. Retrieve the Magick Necklace The necklace is in a locked and trapped chest in room 3 of the Mushroom Inn. It is unguarded during the day, but the room is occupied by its two residence at night. Retrieve the Post Bound For Tarant The post is located in the Port and Dock warehouse, in a locked large crate on the left. The area is lightly patrolled by dock workers and city guards. Retrieve Ryan Marshall's Police Record Ryan Marshall’s police record can be found in a cabinet in the side hall of the Caladon Police Headquarters. The police station is heavily guarded. Retrieve Ryan Sanders' Pocket Watch The pocket watch can be found on one Ryan Sanders, a patron in the Sobbing Onion. The pub is quite crowded, and Sanders is accompanied by an Half-ogre bodyguard. Retrieve the Staff Of Restoration The staff of Restoration is in a locked chest in the cellar under Johnathon Sanders home. The entrance to the cellar is guarded by Sanders and his two Half-ogre bodyguards. The cellar itself is unguarded."
https://arcanum.fandom.com/wiki/Caladon_Thieves_Underground,Caladon Thieves Underground: Adam Maxwell,"Steal the book ""Divinations and Magicks For The Adept Wizard"" The book is found in a locked case in the library of the Misk Residence. The front room is guarded by the butler at night, and also by Mrs. Misk by day. Steal the Necklace of Queen Kna Sea The necklace is found in a locked safe in the Caladon Museum. The museum has no other visitors, but it is guarded by several mechanical arachnids."
https://arcanum.fandom.com/wiki/Discover_What_is_Killing_David%27s_Rabbits,Discover What is Killing David's Rabbits: Short Description,"David Wit of 25 Old King’s Way has a problem. A strange creature is killing his rabbits. He asks you to investigate. Talking with Cynthia, his daughter, yields a bit more information. Wait until night and you will see Cynthia transform into a werewolf and kill the rabbits and return to her room.Solutions :You can either kill her and report back to David (he gets a tad upset about this and may attack you) Let her be, and report back to David. He will ask you to find a cure (telling him that she must die isn’t really a good idea). The cure can be bought from the Master Of Morph in Tulla for 2000 gold (you could also pick pocket her or kill her for it). David will give you 1000 gold as a reward.Editor’s note – if you are really bloodthirsty, you can kill all the rabbits yourself and then talk with David. A new batch will appear. Repeat until the area outside is covered in bloody corpses.Another way of killing her, it to use Stasis on her and watch the rabbits beat the crap out of her. Those bunnies can be deadly when provoked :)"
https://arcanum.fandom.com/wiki/Help_Hieronymous_Maxim,Help Hieronymous Maxim: Short Description,"31 Hieronymous Maxim: Find proof that heavier-than-air machines actually flew. (Reward: Master Repair training and/or medical arachnid and schematic, 9900 XP.)"
https://arcanum.fandom.com/wiki/Investigation_for_Lillian_Misk,Investigation for Lillian Misk: Short Description,"Lillian Misk asks you to find out who disclosed the information concerning the ownership of “Horror Among The Dark Elves”.Talking with Wesley the butler and the Brinda the Maid yields no positive results. Those with a keen eye will notice Wesley’s passport under the couch. This leads you a his home. Searching his home yields an incriminating note to Wesley from Elmer Burbuttom. If you speak with Wesley again, he clams up and refuses to say anything.To find Elmer Burbottom, you must travel back to Tarant and look him up in the Hall of Records. You find his address as 14 Trellis way, Ashbury.Travelling there, you find him dying after being attacked by a mysterious mage. He has been posing as Kendrick Wales as he thought it a better name to write a book. With his dying breath, he confirms that Wesley was indeed the culprit.Returning to Caladon, you talk to Lillian and find that Wesley has now also been murdered. Case closed!Note – more charismatic and attractive characters can “comfort” Lillian in her grief."
https://arcanum.fandom.com/wiki/Rescue_Tollo_Underhill,Rescue Tollo Underhill: Walkthrough,"Caladon The player will meet High Priest K'an Hua in the First Panarii Temple in Caladon. He states the player needs to Retrieve the Vendigroth Device found somewhere in the Vendigroth Ruins. He further says previous expeditions have tried and failed, but that they have made some progress. He concludes there is a survivor, a Halfling thief named Tollo Underhill, that may be able to help them. The catch is he is in Arcanum's worst prison, The Dernholm Pits, and breaking him out may not be easy. Dernholm The Pits main entrance This is a one way entrance into the Dernholm Pits The only way to use this entrance is to insult the guards until they toss you in The back secret entrance The starting point to find this is the the far Northwest corner of the city From there the player heads due West until they see the entrance stairwell going into the ground The Pits The Pits are a maze roughly under the city Tollo Underhill can be found at point 3 Talking to him allows him to join the party as a temporary follower The party can escape by going out the secret passage, regardless of how they entered the Pits"
https://arcanum.fandom.com/wiki/Rescue_Tollo_Underhill,Rescue Tollo Underhill: Rewards,"Getting Tollo out of the Pits causes him to quit the party and gets the player 10,900xp Tollo may also be willing to rejoin the party as a Regular Follower"
https://arcanum.fandom.com/wiki/Rescue_Tollo_Underhill,Rescue Tollo Underhill: Notes,"If the party finds and rescues Tollo randomly (without being assigned by K'an Hua) then the rewards are still the same The Pits has some interesting loot, so exploring it in its entirety may be a consideration"
https://arcanum.fandom.com/wiki/Retrieve_the_Vendigroth_Device_(Evil),Retrieve the Vendigroth Device (Evil): Short Description,"work in progress34 K’an Hua: Retrieve Vendigroth Device and meet him in Ring of Brodgar. (Prereq: Evil Route. Reward: 17,100 XP.) p. 237"
https://arcanum.fandom.com/wiki/Three_Magick_Beans,Three Magick Beans: Short Description,"In the Shoreline park, talking with two halflings reveals that one of them rashly spent their fortune on three “Magick” beans. You can purchase them for 1000 gold.Identifying them reveals that they are actually Leanore’s Legume of Life and Longevity. Each bean can either fully heal a character or resurrect them."
https://arcanum.fandom.com/wiki/Find_the_Owner_of_The_Ring,Find the Owner of The Ring: Short Description,"35 Preston Radcliffe: Find out who owns strange ring. (Reward: Main Story information, 1000 XP.) p. 204"
https://arcanum.fandom.com/wiki/The_Priest_and_the_Bandits,The Priest and the Bandits: Walkthrough,"In a cave by the Crash Site, you will discover the cursed spirit of Charles Brehgo. He will claim that he and his friend, after asking for some sustenance since they were poor. were cursed by an evil priest named Arbalah and that he was later killed by his friend, cursed with madness. He will then request to release him from his curse by killing the priest and he marks his house on your map. If asked for a reward, he will claim to know the location of a buried treasure; if questioned how they could be poor in that case, he will claim to be a monk with an oath of of poverty. Travel to Arbalah's House, here the quest can progress in different ways. Brehgo's path Kill Arbalah and return to Brehgo, he will laugh manically, exclaim that he enjoyed killing Arbalah's family and be amused by the fact that you helped him get his revenge by killing an innocent man. If you asked for a reward, he will reveal that the treasure was a lie. Before he disappear you can reply that you enjoy killing innocents and lose 10 Alignment. You will receive 1700 XP Arbalah's path Arbalah in his house. When spoke too Arbalah will reveal that Brehgo and his friend Fahrkus tricked him into letting them into his home by asking for alms. Once inside they stole his Sacred Artifact, murdered his family and left him for dead. In anger and grief he cursed them to never leave this plane of existence. If asked about Brehgo death he will claim that it wasn't his curse but more likely the ""curse of greed"". He will then ask to retrive the stolen Sacred Artifact. Return to Brehgo's spirit in the Crash Site Cave and demand that he tell you where Fahrkus is. Trick him into thinking Arbalah will release the curse if he helps you. Simon Fahrkus outside his shack. You will find Simon Fahrkus at his Shack, to retrive the Sacred Artifact you can: Lie to Fahrkus with 1 rank in Persuasion Threaten Fahrkus with 1 rank in Melee Steal it from Fahrkus Kill Fahrkus and loot it Return the Sacred Artifact to Arbalah, he will reward you with his blessing which will improve people's reactions modifier by +5. You will receive 1700 XP and +10 Alignment. Combined path First speak with Arbalah and agree to retrieve the Sacred Artifact. After tricking Brehgo into marking Fahrkus location, don't reveal to him that it was a lie because it will botch the quest. Retrive the Sacred Artifact and return it to Arbalah to get his quest rewards, then kill him. you can loot the Artifact from his corpse, however it does not serve any real purpose. Head back to the Crash Site Cave and tell Brehgo that the deed is done, if you tell him that you returned the Artifact the quest will be botched. Combined you will receive 3400 XP and keep Arbalah's blessing thanks to a bug."
https://arcanum.fandom.com/wiki/The_Priest_and_the_Bandits,The Priest and the Bandits: Notes,"Charles Brehgo is one of the few dead NPC that can be resurrected, he will call the player a fool and he is supposed attack them but the interaction is bugged and he will just use the same dialogue of his spirit form. You can inform Charles Brehgo that you returned the Sacred Artifact and that Arbalah never intended to release him, botching his quest and leaving him as a cursed spirit. After you kill Arbalah, you can use Conjure Spirit to summon back Charles Brehgo to torment him. If you kill Simon Fahrkus his spirit will be spontaneously be conjured, you can tell him that he is dead and cursed forever. You can cast Conjure Spirit to summon him again and repeat the dialogue, even if Arbalah is dead."
https://arcanum.fandom.com/wiki/The_Priest_and_the_Bandits,The Priest and the Bandits: Bugs,Killing Arbalah is supposed to remove his blessing but the bless number was written incorrectly in the script.
https://arcanum.fandom.com/wiki/The_Priest_and_the_Bandits,The Priest and the Bandits: Gallery,"The graves of Arbalah's wife, Jamilah, and their son, Saif.Charles Brehgo after being resurrected."
https://arcanum.fandom.com/wiki/Collect_Black_Root%27s_Taxes_for_King_Praetor,Collect Black Root's Taxes for King Praetor: Short Description,"King Praetor in his castle in Dernholm will ask you to collect taxes from Black Root. Travel to Black Root and speak to the mayor. He will tell you that Black Root is now allied with Tarant instead of Dernholm. However, the Tarant guards haven't been able to get his dagger back from thieves. A)Speak to D'ak Taan in the thief camp on the other side of the river by the train station. Either buy all his items from him, kill him and take the mayor's ceremonial dagger from his body, or pick pocket the dagger from him.Give the dagger back to the mayor and ask for the taxes. He will switch his alliance back to Cumbria. You'll get 800 experience plus gain alignment B) You can show the mayor the newspaper from Dernholm, and suggest he might want to keep Black Root out of the coming conflict between Tarant and Caladon . (For some reason the dialogue option for giving the newspaper to the mayor doesn't always appear. If you have that problem, try putting the newspaper in your main character's inventory, reading it again, and then exiting and re-entering the area.) C) You can steal the taxes from the mayor's inventory, and then point out his Tarantian guards couldn't even protect him from petty thieves. Return to Dernholm and give the taxes to King Praetor."
https://arcanum.fandom.com/wiki/Contact_Adkin_Chambers,"Contact Adkin Chambers: Path 2, optional continuation","Start and Finish the Melee Mastery Quest Upon receiving your training, attack and kill Garrick Stout At this point Lady Druella will ask you to Contact Adkin Chambers and deliver the potion to him Go to Stillwater and give Chambers the potion Your reward is 6,400 xp"
https://arcanum.fandom.com/wiki/Find_King_Praetor%27s_Daughter,Find King Praetor's Daughter: Short Description,"This quest becomes available after successfully completing King Praetor's first quest, and after your first visit to Caladon.  He will ask you to find his daughter, Princess Aria, whom he thinks has fled Dernholm to rendezvous with Prince Auguste Farad of Caladon. He directs you to the docks to seek information. Talking with Bernard reveals that the ship on which Princess Aria was traveling set sail under stormy conditions.Return to Caladon and go to the palace to talk to the prince. By avoiding the scandalous dialogue options and your connection to King Praetor, he will tell you that the ship, the Elizabeth Dane, was traveling around Razors Pointe. The Pointe can be found and marked on your map by exploring the Eastern slope of the Stonewall Range as far south as you can go. Once there, it is just a matter of walking out on the sandbar to the ship. Here you will find the corpse of Princess Aria on one of the broken halves of the wreck. You will need to search her body for her necklace.You can return to King Praetor and tell him that his daughter is dead. If you tell him the truth about the ship then you get a significant alignment boost. Or you can blame the Prince and he will then ask you to kill him for 500 gold. In addition, you can also give the necklace to Prince Farad for a reward."
https://arcanum.fandom.com/wiki/Gladys%27_Ring,Gladys' Ring: Short Description,"Gladys in Dernholm will tell you that she wants a ring that used to belong to her son. Speak with Archibald by the dock and ask him about the ring. He is unwilling to hand it over to you. Talk to his son Bernard (just outside the house-on the docks), he will tell you its some sort of game between the two. Glady sends someone looking for the ring every so often. The ring belongs to Gladys son, who gave it to Bernard sister. Hints to a possible romantic connection between the two. Option 1: Pickpocket the ring from Archibald. Tell Glady he gave it to you. Then you'll receive 800 experience and some alignment. Option 2: Kill Archibald and Bernard for the ring, Gladys will be very upset with you. No reward. Option 3: Use Persuasion (at least 1+ point in skill) and talk to Bernard and Archibald to hand over the ring. Go back to Archibald and tell him you think Gladys is attracted to him, and he'll give you the ring. Then when you return it to Gladys you'll receive 1600 experience and a boost to your alignment."
https://arcanum.fandom.com/wiki/Kill_Prince_Auguste_Farad,Kill Prince Auguste Farad: Short Description,"In ProgressKing Praetor: Kill Prince Auguste Farad. (Prereq: Evil alignment, Q42. Reward: 500 gold, more Evil alignment, 800 XP.)"
https://arcanum.fandom.com/wiki/Tell_Lianna_Pel_Dar_about_Maximillian,Tell Lianna Pel Dar about Maximillian: Short Description,This is a placeholder to flesh out the quest for returning Maximillian to the Throne in Dernholm
https://arcanum.fandom.com/wiki/Find_Weldo%27s_Item,Find Weldo's Item: Walkthrough,"Gateway While chatting with Weldo Rubin at the Gateway, he will regale the player with tales of his adventures. He will also exchange the location of Tulla for a special sprocket that he has recently lost, provided: He has declined the player's invitation to join the party The player is not a Halfling The player is Evil The player does not have at least two and a half ranks (10/20) Persuasion In all other cases the quest will not offered, and the location to Tulla is instead given freely or for the small price of 100 gp Mysterious Ruins The sprocket can be found in the Mysterious Ruins of the Wastes The item can be retrieved after some creatures that have taken up residence there are dispatched These are the same creatures that ran Weldo off Gateway Weldo will be waiting back at the gateway After giving him the sprocket, they will get Tulla marked on their map and receive 10,900 exp"
https://arcanum.fandom.com/wiki/Find_Weldo%27s_Item,Find Weldo's Item: Notes,"Weldo will not be at the Gateway to give this quest if: The location is forced, or The location is marked by K'an Hua"
https://arcanum.fandom.com/wiki/Deliver_Goods_to_Maximillian,Deliver Goods to Maximillian: Short Description,"If you speak with Norian in the camp on the Isle of Despair, he will ask you to deliver some moonshine to Maximillian. Talking to Maximillian can reveal that he is actually the rightful heir to the throne of Derholm, and he asks you to find Warren Pel Dar and tell him that Maximillian still lives. Talking with Lianna, the black-suited human in the building next to Dolan’s General Store, will reveal that he is dead, but she has been following her father's ideals. (If you've already spoken with Lianna before meeting with Maximillian, you can tell him of Warren's death, and he will ask you to inform Lianna instead.)Maximillian will give you a note to return to Norian, who will then give you a jug of moonshine."
https://arcanum.fandom.com/wiki/Find_Some_Objects_from_Shades_Beach,Find Some Objects from Shades Beach: Short Description,"Talking with Jones the Collector, he will ask you to goto Shades Beach to retrieve some ancient technology. Here you will find spiders and gorillas and the ruins of massive technological submachine (the origins of which will become apparent later in the game). You can trade one of the items for an Ancient Gun Chassis."
https://arcanum.fandom.com/wiki/Help_Cynthia_Boggs_Escape_the_Isle_of_Despair,Help Cynthia Boggs Escape the Isle of Despair: Short Description,"52 Cynthia Boggs: Help her escape from encampment on Isle of Despair. (Reward: 1500 XP.) p. 216Cynthia Boggs wants to leave the Isle Of Despair colony and live in The Women's Camp. If you are male then she will give you a white scarf to wear when you visit there to to get their help for her escape.You must wear the scarf BEFORE arriving there else the tribe will attack you on sight. Visit the women's camp and talk to Lorria. She can negotiate a plan for freeing Cynthia from the colony. Upon returning to the colony, Cynthia will join your party as a temporary follower. The colony guards will not let her leave willingly so brute force, stealth, or guile will be needed. If Lorria has given you a gun, DO NOT give it or any other firearm to Cynthia until after she is free from the colony.If you take Cynthia to the Women's Camp then she will leave the party and join the tribe. If you take her with you back to Ashbury, then she will leave your party on the docks there and thank you for her escape to ""true freedom"".on the island, and that she has been ""abused and treated like common property"" since her mother died. She will then ask you to help her, and she'll tell you about a tribe of nomadic women who live on the island. Then she'll mark the location of their camp on your world map, and, if you're male, she'll give you a white scarf to wear so the women in the tribe will know you come in peace. After negotiations with their leader Lorria, she will give you an old revolver to give to Cynthia to aid her in her escape. When you return to the enclave, Cynthia will be perfectly willing to take the revolve try to escape on her own, but she doesn't have any skill with firearms, and so she'll just get herself killed. If you decide to help her further, she will join your party, and you will have to escort her to the camp. she will to will women's camp. There are several ways to get Cynthia out of the enclave. If you're persuasive, then when a guard stops you and tells you Cynthia isn't allowed to leave, you can tell him that you own her, and he'll let you pass. If you're feeling violent, then you can simply kill all the guards who try to stop you (this doesn't seem to prevent you from completing any quests). If you're feeling sneaky, then you can unlock (or break open) one of the windows in the outer wall, and then lead Cynthia through the window, or simply make her invisible and walk through the front gate. However it is planned, you'll receive experience points and a boost to your alignment.Upon arrival at the camp, Lorria will allow Cynthia to stay. Cynthia will stop following you, and if you demanded payment when you first talked to her, then she'll give you her locket. As an alternative, you can also take Cynthia with you when you return to Ashbury. Again, she will promptly leave the party whilst thanking you for ""true freedom""."
https://arcanum.fandom.com/wiki/The_Sorcerous_Beast,The Sorcerous Beast: Short Description,"From talking with the guard outside the isle of despair fort, you will learn that there is a sorcerous beast that has been threatening the locals. The guard will give you an amulet to dispose of it. Follow the shoreline until you find footprints and follow them back to its lair. The amulet increases you healing power with respect to poison but causes people to have a negative reaction to you."
https://arcanum.fandom.com/wiki/Contact_the_Wheel_Clan,Contact the Wheel Clan: Short Description,"51 Thorvald Two Stones: Contact the Wheel Clan Find a way to return him to the Wheel Clan. (Reward: Location of Wheel Clan and spectacles to get in, 800 XP.) p. 216"
https://arcanum.fandom.com/wiki/Escort_Swyft_to_Tarant,Escort Swyft to Tarant: Short Description,"A young elf villager, Swyft asks you to take her to Tarant. If you don’t take here there after a while she will get upset and leave.59 Swyft: Take her to Tarant safely. (Reward: 300-450 gold (with Haggle), 1700 XP.) p. 222"
https://arcanum.fandom.com/wiki/Find_a_Volar%27s_Wisp_Essence_for_Whysper,Find a Volar's Wisp Essence for Whysper: Short Description,"You get this quest by speaking to Whysper who is found on the southwest platform in Qintarra. She is near the NPC, Fawn. She will tell you that she is a scientist (a very un-elf-like profession) and that she is cataloging will-o-wisps. She will ask you to find the rare Vol'ars Wisp Essence but will only say the wisps are rare and can be found somewhere in the Glimmering Forest. When you get the essence return to Qintarra and give it to Whysper. She will reward you with a Scroll of Succour Beast.There are a couple of ways to find this essence:1. Go to The Old Lagoon which is a distant north by northwest of Caladon and right on the western coast. It is likely that you won't have a map location for this lagoon when you accept this quest. The lagoon's coordinates are 1695 W by 1320 S. You should find numerous ""blue"" Volar's Wisps floating about the small lagoon there. If you do not, try sleeping a few times until they spawn but make sure you check all around the lagoon, first. They are probably there somewhere. Be aware of the level 25 Slime Demons, Death Lanterns and Will-o-Wisps that are also there. You might also see a non-hostile level 30 Bear Ancient. There is an easily seen arcane chest in the lagoon but it can be somewhat difficult to walk to. It holds only a Kathorn Crystal, Healing Potion, Ruby and a little coin.2. Use the game's Walking Waypoint Map tool and place lots of waypoints around Qintarra and throughout the Glimmering Forest. Press the Action Button to the right of the map and wander about to trigger random encounters. You may stumble upon a Volar's Wisp. This method can take hours and I do not recommend using it. It is also possible that it may not work. Some patient people may want to use this method to collect some loot for cash and possibly gain a level or two.Note: You may have seen that some have suggested to use the wisp essence in the treasure chest at H.T. Parnell's in Tarant. This essence is for a thieves underground quest and it is also NOT a Volar's Wisp Essence, rather, it is a ""Will-o-the-Wisp Essence.""Note: In the game Volar's is spelled two ways: Vol'ars (journal and dialogue) and Volar's (inventory essence and the actual wisp)."
https://arcanum.fandom.com/wiki/Find_Nasrudin,Find Nasrudin: Short Description,"61 Silver Lady: Find Nasrudin. (Reward: 12,600 XP.) p. 228"
https://arcanum.fandom.com/wiki/Find_out_about_M%E2%80%99in_Gorad,Find out about M’in Gorad: Short Description,"This is part a chain quest given by Raven in Qintarra to Investigate M'in Gorad57 Raven: Find out about M’in Gor’ad in village of Dark Elves, and report back to Raven. (Prereq: Q53. Reward: 8500 XP.) p. 222"
https://arcanum.fandom.com/wiki/Find_out_about_Renford_A._Terwilliger,Find out about Renford A. Terwilliger: Short Description,"This is part a chain quest given by Raven in Qintarra to Investigate M'in Gorad62 Raven: Find out about Renford A. Terwilliger. (Prereq: Q53. Reward: Main story information, 3100 XP.) p. 222"
https://arcanum.fandom.com/wiki/Free_the_Elf_from_the_Bedokaan,Free the Elf from the Bedokaan: Short Description,"Winde, asks you to find the lost hunter. You find he is in the Bedokaan Village.Talking with the elven hunter in the pit he has been imprisoned. The Bedokaan are being hunted by poachers. Possible solutions:You can break into the locked barrel and retrieve the vine rope near the Bedokaan Leader. Eliminate the guards and free him. Talk with the Bedokaan leader and convince him that the elves are not his enemy (this then leads you to the possibility of Waromon joining the party). Talk with the Bedokaan leader and kill the poachers for them. Talk with the Bedokaan leader, promise to kill the poachers and then double-cross them and tell the poachers where the village is. Returning to the village you will find the poachers firmly entrenched there.Returning to Quintarra and talking with Winde, you will receive a suit of Elven Chainmail as a reward."
https://arcanum.fandom.com/wiki/Get_Mithril_Ore_from_the_Wheel_Clan,Get Mithril Ore from the Wheel Clan: Short Description,"Ellumyn, the shopkeeper wants you to get some Mithril Ore from the wheel clan. He gives you his bow in payment (which is extremely powerful and fast)."
https://arcanum.fandom.com/wiki/Investigate_the_Murder_of_Wrath,Investigate the Murder of Wrath: Walkthrough,"While in Qintarra, you will discover a Dwarf named Jormund, who is studying to become a mage. He is unhappy, however with the terms of his apprenticeship, particularly due to his surly mentor, Wrath. If the player goes to talk to Wrath, then they will find that the Elf is dead. Returning to Jormund will reveal that he has been placed under house arrest for the death of his former mentor. Jormund will plead his innocence, and ask you to investigate the death and clear his name. Going to search the body (and/or casting Conjure Spirit on it) will reveal that Wrath was poisoned. Bringing this information back to Jormund will prompt him to formally offer his quest. He will then advise you to visit Sharpe the Apothecary. Visiting the shop will reveal that Sharpe is away, but that his partner Ivory is there."
https://arcanum.fandom.com/wiki/Investigate_the_Murder_of_Wrath,Investigate the Murder of Wrath: Sharpe's path,Discussing the case with Ivory leads to Sharpe becoming a suspect. Pressing her on the subject leads to an abrupt end of the discussion. Taking this information to the Guards watching Jormund will be enough to facilitate his release and indict Sharpe as the killer.
https://arcanum.fandom.com/wiki/Investigate_the_Murder_of_Wrath,Investigate the Murder of Wrath: Wraths's path,"If Ivory is not pressed, then the conversation with her can end peacefully. Further investigating the shop reveals a locked chest containing an empty vial with remnants of the same poison that killed Wrath. This allows more dialogue with Ivory, which can lead to the conclusion that Wrath killed himself and tried to frame Sharpe for it. Taking this information to the Guards watching Jormund will be enough to facilitate his release and indict Wrath as his own killer."
https://arcanum.fandom.com/wiki/Investigate_the_Murder_of_Wrath,Investigate the Murder of Wrath: Rewards,"Both solutions result is 2000 exp, The Staff of Xoranth, and Jormund as a possible follower. Taking the Wrath path also gains a Fate Point."
https://arcanum.fandom.com/wiki/Investigate_the_Murder_of_Wrath,Investigate the Murder of Wrath: Notes,"The player may encounter Wrath before the start of this quest. If they do so and provoke him into attacking the party, then the quest becomes unavailable. After Wrath's death, the player can use Conjure Spirit on Wrath's body at various times during and after the investigation. If the player follows the Wrath path, then they get the opportunity to meet Sharpe later, and they can use his shop to buy potions."
https://arcanum.fandom.com/wiki/Locate_the_Village_of_the_Dark_Elves,Locate the Village of the Dark Elves: Short Description,"This is part a chain quest given by Raven in Qintarra to Investigate M'in Gorad56 Raven: Locate the Village of the Dark Elves. (Prereq: Q53. Reward: Main story information, 6000 XP.) p. 222"
https://arcanum.fandom.com/wiki/Remove_the_Humans_from_Falcon%27s_Ache,Remove the Humans from Falcon's Ache: Short Description,"This quest is given by Raven in Qintarra, and must be completed before you are allowed to speak to The Silver Lady. You need to travel to Falcon's Ache which she marks on your map (1627W 564S), and remove the humans from the area. Raven states that you cannot use violence. Thus you have two options:You might be able to convince the humans surveyors that you work for Gilbert Bates. Don't challenge the surveyors about maps; instead say that Bates is contesting the ownership of the land they're on. They won't want to upset Bates, and they'll agree to leave the area.Otherwise you need to goad the surveyors into attacking you, so that the spirits of the area kill them for you. If you attack the surveyors (or retaliate) then you will be killed as well. So you can use dialogue to get the surveyors to attack, or critically fail on pick pocket, or any other non-violent method to lower their reaction to hatred.Then return to Qintarra and report back to Raven for your reward, and an audience with The Silver Lady."
https://arcanum.fandom.com/wiki/Clear_the_Halfling_Gang,Clear the Halfling Gang: Walkthrough,"There is a rumor in Roseborough about a gang of thieves hiding in a cave along the western slope of the Stonewall Range. If the player finds the cave, then they will discover that the opening is too small for median and large races to enter. If the player manages to enter the cave, then they will meet a band of Halfling thieves lead by one Renzo. Renzo will explain that halflings were double-crossed by a Human named Frederick regarding a museum heist. Renzo will ask you to frame Frederick for the crime. His plan is to give you a statue to plant on Frederick, and then have you report Frederick to the Roseborough Captain of the Guard. Doing this should implicate Frederick and clear the Halfling gang of the crime."
